Nome;Exercício 1;Exercício 2;Exercício 3;Exercício 4;Exercício 5;Nota Final;Situação
Aluno_1528;11;12;12;3;6;8.8;Reprovado
Aluno_1529;6;14;6;18;8;10.4;Aprovado
Aluno_1530;10;15;11;1;20;11.4;Aprovado
Aluno_1531;0;20;2;6;17;9.0;Reprovado
Aluno_1532;5;8;8;8;20;9.8;Aprovado
Aluno_1533;14;2;1;18;7;8.4;Reprovado
Aluno_1534;14;18;8;15;11;13.2;Aprovado
Aluno_1535;18;19;11;15;19;16.4;Aprovado
Aluno_1536;10;4;11;17;1;8.6;Reprovado
Aluno_1537;1;9;14;20;9;10.6;Aprovado
Aluno_1538;13;16;1;20;18;13.6;Aprovado
Aluno_1539;1;14;17;10;8;10.0;Aprovado
Aluno_1540;3;7;12;6;7;7.0;Reprovado
Aluno_1541;16;14;13;8;0;10.2;Aprovado
Aluno_1542;2;20;4;3;5;6.8;Reprovado
Aluno_1543;12;13;9;12;11;11.4;Aprovado
Aluno_1544;8;19;11;3;18;11.8;Aprovado
Aluno_1545;6;6;9;18;16;11.0;Aprovado
Aluno_1546;14;20;10;1;1;9.2;Reprovado
Aluno_1547;10;11;1;8;10;8.0;Reprovado
Aluno_1548;19;16;4;11;17;13.4;Aprovado
Aluno_1549;1;16;6;1;10;6.8;Reprovado
Aluno_1550;14;9;5;5;17;10.0;Aprovado
Aluno_1551;13;18;2;4;7;8.8;Reprovado
Aluno_1552;19;13;12;4;14;12.4;Aprovado
Aluno_1553;10;10;2;19;8;9.8;Aprovado
Aluno_1554;2;1;20;4;14;8.2;Reprovado
Aluno_1555;16;17;5;3;6;9.4;Reprovado
Aluno_1556;11;6;10;8;19;10.8;Aprovado
Aluno_1557;20;11;16;9;12;13.6;Aprovado
Aluno_1558;14;1;9;15;12;10.2;Aprovado
Aluno_1559;15;19;11;9;0;10.8;Aprovado
Aluno_1560;4;17;16;9;19;13.0;Aprovado
Aluno_1561;19;5;3;18;3;9.6;Aprovado
Aluno_1562;5;9;1;9;3;5.4;Reprovado
Aluno_1563;18;19;10;5;3;11.0;Aprovado
Aluno_1564;4;14;6;16;12;10.4;Aprovado
Aluno_1565;2;4;1;4;1;2.4;Reprovado
Aluno_1566;0;19;17;5;14;11.0;Aprovado
Aluno_1567;5;2;20;14;3;8.8;Reprovado
Aluno_1568;14;4;3;18;5;8.8;Reprovado
Aluno_1569;1;7;7;17;2;6.8;Reprovado
Aluno_1570;2;7;19;3;6;7.4;Reprovado
Aluno_1571;16;7;13;7;5;9.6;Aprovado
Aluno_1572;11;11;11;15;2;10.0;Aprovado
Aluno_1573;17;7;20;18;3;13.0;Aprovado
Aluno_1574;14;10;17;19;9;13.8;Aprovado
Aluno_1575;11;13;10;2;20;11.2;Aprovado
Aluno_1576;15;7;7;9;8;9.2;Reprovado
Aluno_1577;7;9;1;1;5;4.6;Reprovado
Aluno_1578;13;6;14;3;19;11.0;Aprovado
Aluno_1579;16;16;8;5;10;11.0;Aprovado
Aluno_1580;20;3;18;10;6;11.4;Aprovado
Aluno_1581;7;12;19;13;17;13.6;Aprovado
Aluno_1582;14;3;7;15;3;8.4;Reprovado
Aluno_1583;13;4;18;20;4;11.8;Aprovado
Aluno_1584;17;3;4;18;3;9.0;Reprovado
Aluno_1585;19;17;10;1;3;10.0;Aprovado
Aluno_1586;6;5;14;16;12;10.6;Aprovado
Aluno_1587;2;1;7;8;15;6.6;Reprovado
Aluno_1588;11;10;18;16;13;13.6;Aprovado
Aluno_1589;20;13;7;14;10;12.8;Aprovado
Aluno_1590;2;4;18;6;1;6.2;Reprovado
Aluno_1591;19;5;17;18;13;14.4;Aprovado
Aluno_1592;13;9;9;2;6;7.8;Reprovado
Aluno_1593;14;7;6;0;10;7.4;Reprovado
Aluno_1594;13;13;8;3;3;8.0;Reprovado
Aluno_1595;6;2;0;17;6;6.2;Reprovado
Aluno_1596;16;11;18;7;15;13.4;Aprovado
Aluno_1597;11;15;4;18;5;10.6;Aprovado
Aluno_1598;19;16;18;5;5;12.6;Aprovado
Aluno_1599;3;0;0;0;1;0.8;Reprovado
Aluno_1600;8;9;14;7;7;9.0;Reprovado
Aluno_1601;5;9;15;0;6;7.0;Reprovado
Aluno_1602;15;20;6;18;13;14.4;Aprovado
Aluno_1603;20;1;11;10;8;10.0;Aprovado
Aluno_1604;20;8;7;20;14;13.8;Aprovado
Aluno_1605;1;12;4;14;17;9.6;Aprovado
Aluno_1606;7;15;9;10;11;10.4;Aprovado
Aluno_1607;10;17;20;18;18;16.6;Aprovado
Aluno_1608;12;18;4;20;12;13.2;Aprovado
Aluno_1609;16;11;16;9;6;11.6;Aprovado
Aluno_1610;7;7;4;11;9;7.6;Reprovado
Aluno_1611;20;16;14;0;9;11.8;Aprovado
Aluno_1612;17;14;12;6;1;10.0;Aprovado
Aluno_1613;17;9;0;16;13;11.0;Aprovado
Aluno_1614;13;14;10;9;12;11.6;Aprovado
Aluno_1615;14;14;0;5;5;7.6;Reprovado
Aluno_1616;5;6;10;16;8;9.0;Reprovado
Aluno_1617;10;12;17;17;12;13.6;Aprovado
Aluno_1618;12;16;17;4;8;11.4;Aprovado
Aluno_1619;0;8;20;17;12;11.4;Aprovado
Aluno_1620;5;7;15;16;4;9.4;Reprovado
Aluno_1621;8;19;12;15;13;13.4;Aprovado
Aluno_1622;7;20;6;7;4;8.8;Reprovado
Aluno_1623;10;17;0;12;8;9.4;Reprovado
Aluno_1624;18;12;15;15;7;13.4;Aprovado
Aluno_1625;8;15;0;10;6;7.8;Reprovado
Aluno_1626;16;8;16;5;7;10.4;Aprovado
Aluno_1627;11;11;5;2;2;6.2;Reprovado
Aluno_1628;13;11;1;0;14;7.8;Reprovado
Aluno_1629;14;5;16;17;7;11.8;Aprovado
Aluno_1630;15;18;5;4;0;8.4;Reprovado
Aluno_1631;19;6;13;12;6;11.2;Aprovado
Aluno_1632;0;2;17;9;18;9.2;Reprovado
Aluno_1633;9;15;5;4;1;6.8;Reprovado
Aluno_1634;7;17;9;13;13;11.8;Aprovado
Aluno_1635;17;15;17;16;17;16.4;Aprovado
Aluno_1636;0;6;8;0;14;5.6;Reprovado
Aluno_1637;1;3;7;1;13;5.0;Reprovado
Aluno_1638;0;7;9;6;18;8.0;Reprovado
Aluno_1639;0;12;16;9;18;11.0;Aprovado
Aluno_1640;8;12;5;19;16;12.0;Aprovado
Aluno_1641;12;16;13;6;18;13.0;Aprovado
Aluno_1642;0;16;5;15;15;10.2;Aprovado
Aluno_1643;12;4;6;4;19;9.0;Reprovado
Aluno_1644;19;5;11;11;18;12.8;Aprovado
Aluno_1645;6;18;2;16;0;8.4;Reprovado
Aluno_1646;1;12;13;15;18;11.8;Aprovado
Aluno_1647;5;13;18;19;6;12.2;Aprovado
Aluno_1648;6;3;15;15;10;9.8;Aprovado
Aluno_1649;13;6;6;18;4;9.4;Reprovado
Aluno_1650;17;7;7;14;16;12.2;Aprovado
Aluno_1651;14;12;17;11;10;12.8;Aprovado
Aluno_1652;1;5;12;20;7;9.0;Reprovado
Aluno_1653;9;5;20;9;9;10.4;Aprovado
Aluno_1654;11;20;8;1;11;10.2;Aprovado
Aluno_1655;16;2;9;6;9;8.4;Reprovado
Aluno_1656;7;2;20;12;12;10.6;Aprovado
Aluno_1657;10;12;8;2;17;9.8;Aprovado
Aluno_1658;2;1;14;14;9;8.0;Reprovado
Aluno_1659;5;15;19;0;18;11.4;Aprovado
Aluno_1660;8;5;1;2;19;7.0;Reprovado
Aluno_1661;5;7;12;9;16;9.8;Aprovado
Aluno_1662;8;7;1;14;19;9.8;Aprovado
Aluno_1663;6;5;18;5;15;9.8;Aprovado
Aluno_1664;8;13;1;19;4;9.0;Reprovado
Aluno_1665;17;2;2;14;2;7.4;Reprovado
Aluno_1666;11;9;5;20;14;11.8;Aprovado
Aluno_1667;7;2;2;6;1;3.6;Reprovado
Aluno_1668;7;11;9;20;12;11.8;Aprovado
Aluno_1669;17;16;5;4;7;9.8;Aprovado
Aluno_1670;19;4;15;3;16;11.4;Aprovado
Aluno_1671;14;19;16;17;3;13.8;Aprovado
Aluno_1672;6;8;18;2;18;10.4;Aprovado
Aluno_1673;10;20;2;16;8;11.2;Aprovado
Aluno_1674;19;19;17;17;14;17.2;Aprovado
Aluno_1675;15;6;6;17;8;10.4;Aprovado
Aluno_1676;3;3;8;1;20;7.0;Reprovado
Aluno_1677;5;12;19;12;8;11.2;Aprovado
Aluno_1678;2;12;11;14;13;10.4;Aprovado
Aluno_1679;8;9;4;4;20;9.0;Reprovado
Aluno_1680;9;17;2;2;15;9.0;Reprovado
Aluno_1681;13;16;10;4;16;11.8;Aprovado
Aluno_1682;10;19;3;4;12;9.6;Aprovado
Aluno_1683;17;19;4;4;8;10.4;Aprovado
Aluno_1684;11;12;0;2;14;7.8;Reprovado
Aluno_1685;11;16;17;2;6;10.4;Aprovado
Aluno_1686;12;3;11;19;0;9.0;Reprovado
Aluno_1687;12;0;12;17;0;8.2;Reprovado
Aluno_1688;18;0;8;19;4;9.8;Aprovado
Aluno_1689;18;14;1;3;8;8.8;Reprovado
Aluno_1690;13;12;4;0;11;8.0;Reprovado
Aluno_1691;3;16;12;15;5;10.2;Aprovado
Aluno_1692;12;7;15;7;12;10.6;Aprovado
Aluno_1693;7;17;15;16;7;12.4;Aprovado
Aluno_1694;20;12;2;7;14;11.0;Aprovado
Aluno_1695;18;13;3;6;5;9.0;Reprovado
Aluno_1696;11;7;10;7;5;8.0;Reprovado
Aluno_1697;17;7;13;20;3;12.0;Aprovado
Aluno_1698;5;14;2;11;10;8.4;Reprovado
Aluno_1699;17;12;15;15;20;15.8;Aprovado
Aluno_1700;18;6;14;11;17;13.2;Aprovado
Aluno_1701;4;4;9;18;2;7.4;Reprovado
Aluno_1702;8;16;8;9;2;8.6;Reprovado
Aluno_1703;2;15;10;6;11;8.8;Reprovado
Aluno_1704;9;1;15;11;20;11.2;Aprovado
Aluno_1705;18;17;9;19;20;16.6;Aprovado
Aluno_1706;2;16;16;4;5;8.6;Reprovado
Aluno_1707;14;6;18;15;20;14.6;Aprovado
Aluno_1708;0;12;1;8;5;5.2;Reprovado
Aluno_1709;6;17;1;6;7;7.4;Reprovado
Aluno_1710;11;13;5;19;14;12.4;Aprovado
Aluno_1711;16;17;18;13;17;16.2;Aprovado
Aluno_1712;20;12;7;10;19;13.6;Aprovado
Aluno_1713;19;10;2;6;15;10.4;Aprovado
Aluno_1714;4;20;13;9;5;10.2;Aprovado
Aluno_1715;3;20;15;8;20;13.2;Aprovado
Aluno_1716;11;15;0;3;16;9.0;Reprovado
Aluno_1717;19;16;20;15;8;15.6;Aprovado
Aluno_1718;17;7;2;9;18;10.6;Aprovado
Aluno_1719;16;18;17;18;17;17.2;Aprovado
Aluno_1720;18;19;8;16;4;13.0;Aprovado
Aluno_1721;8;14;5;8;5;8.0;Reprovado
Aluno_1722;3;8;20;12;11;10.8;Aprovado
Aluno_1723;20;19;0;0;10;9.8;Aprovado
Aluno_1724;1;9;20;1;15;9.2;Reprovado
Aluno_1725;3;11;9;12;19;10.8;Aprovado
Aluno_1726;1;20;5;8;16;10.0;Aprovado
Aluno_1727;14;19;11;6;19;13.8;Aprovado
Aluno_1728;1;0;3;15;8;5.4;Reprovado
Aluno_1729;3;19;12;18;0;10.4;Aprovado
Aluno_1730;5;8;16;6;2;7.4;Reprovado
Aluno_1731;6;14;7;5;20;10.4;Aprovado
Aluno_1732;9;0;19;17;8;10.6;Aprovado
Aluno_1733;18;11;2;18;18;13.4;Aprovado
Aluno_1734;18;2;11;10;12;10.6;Aprovado
Aluno_1735;11;10;6;11;13;10.2;Aprovado
Aluno_1736;2;1;11;9;19;8.4;Reprovado
Aluno_1737;12;15;1;12;18;11.6;Aprovado
Aluno_1738;17;8;13;11;6;11.0;Aprovado
Aluno_1739;7;14;4;20;3;9.6;Aprovado
Aluno_1740;20;11;8;9;11;11.8;Aprovado
Aluno_1741;14;0;20;19;13;13.2;Aprovado
Aluno_1742;0;12;10;17;1;8.0;Reprovado
Aluno_1743;2;13;4;3;0;4.4;Reprovado
Aluno_1744;7;7;2;4;17;7.4;Reprovado
Aluno_1745;3;7;16;4;19;9.8;Aprovado
Aluno_1746;15;11;1;11;7;9.0;Reprovado
Aluno_1747;9;0;0;2;2;2.6;Reprovado
Aluno_1748;11;10;6;7;5;7.8;Reprovado
Aluno_1749;13;7;13;1;12;9.2;Reprovado
Aluno_1750;13;9;4;17;8;10.2;Aprovado
Aluno_1751;1;18;18;8;8;10.6;Aprovado
Aluno_1752;4;10;10;12;19;11.0;Aprovado
Aluno_1753;4;6;1;6;8;5.0;Reprovado
Aluno_1754;5;10;7;9;14;9.0;Reprovado
Aluno_1755;12;16;8;8;12;11.2;Aprovado
Aluno_1756;8;0;2;14;15;7.8;Reprovado
Aluno_1757;14;20;1;4;1;8.0;Reprovado
Aluno_1758;13;20;6;11;13;12.6;Aprovado
Aluno_1759;6;7;4;0;5;4.4;Reprovado
Aluno_1760;19;5;20;11;1;11.2;Aprovado
Aluno_1761;1;17;4;5;7;6.8;Reprovado
Aluno_1762;6;5;19;18;3;10.2;Aprovado
Aluno_1763;5;4;12;18;20;11.8;Aprovado
Aluno_1764;16;12;20;15;13;15.2;Aprovado
Aluno_1765;1;18;19;18;10;13.2;Aprovado
Aluno_1766;2;7;5;2;13;5.8;Reprovado
Aluno_1767;4;8;19;9;11;10.2;Aprovado
Aluno_1768;4;16;17;17;15;13.8;Aprovado
Aluno_1769;0;2;1;12;5;4.0;Reprovado
Aluno_1770;7;18;5;17;19;13.2;Aprovado
Aluno_1771;11;10;8;2;0;6.2;Reprovado
Aluno_1772;3;16;2;2;11;6.8;Reprovado
Aluno_1773;12;20;0;11;6;9.8;Aprovado
Aluno_1774;14;18;0;19;7;11.6;Aprovado
Aluno_1775;10;1;18;6;8;8.6;Reprovado
Aluno_1776;9;7;4;7;1;5.6;Reprovado
Aluno_1777;2;18;12;8;16;11.2;Aprovado
Aluno_1778;13;6;18;13;19;13.8;Aprovado
Aluno_1779;15;16;11;4;12;11.6;Aprovado
Aluno_1780;9;5;15;20;4;10.6;Aprovado
Aluno_1781;9;18;18;18;9;14.4;Aprovado
Aluno_1782;11;5;2;20;11;9.8;Aprovado
Aluno_1783;8;1;11;15;16;10.2;Aprovado
Aluno_1784;0;5;4;11;20;8.0;Reprovado
Aluno_1785;4;4;1;20;5;6.8;Reprovado
Aluno_1786;19;18;6;3;2;9.6;Aprovado
Aluno_1787;7;19;12;7;14;11.8;Aprovado
Aluno_1788;10;3;14;6;6;7.8;Reprovado
Aluno_1789;11;16;2;14;5;9.6;Aprovado
Aluno_1790;0;10;20;5;3;7.6;Reprovado
Aluno_1791;19;3;19;4;18;12.6;Aprovado
Aluno_1792;10;12;4;13;4;8.6;Reprovado
Aluno_1793;4;19;7;20;2;10.4;Aprovado
Aluno_1794;14;16;0;12;8;10.0;Aprovado
Aluno_1795;4;8;7;9;5;6.6;Reprovado
Aluno_1796;11;3;17;17;12;12.0;Aprovado
Aluno_1797;4;13;19;3;19;11.6;Aprovado
Aluno_1798;16;18;15;7;3;11.8;Aprovado
Aluno_1799;16;2;17;10;1;9.2;Reprovado
Aluno_1800;11;13;19;16;3;12.4;Aprovado
Aluno_1801;14;7;11;17;7;11.2;Aprovado
Aluno_1802;14;0;12;20;12;11.6;Aprovado
Aluno_1803;5;9;12;10;9;9.0;Reprovado
Aluno_1804;11;17;9;15;17;13.8;Aprovado
Aluno_1805;19;15;6;11;8;11.8;Aprovado
Aluno_1806;17;7;13;12;0;9.8;Aprovado
Aluno_1807;13;0;15;15;12;11.0;Aprovado
Aluno_1808;1;11;14;20;17;12.6;Aprovado
Aluno_1809;8;7;11;0;14;8.0;Reprovado
Aluno_1810;4;15;8;15;1;8.6;Reprovado
Aluno_1811;19;17;7;14;10;13.4;Aprovado
Aluno_1812;0;3;17;5;13;7.6;Reprovado
Aluno_1813;2;5;17;11;14;9.8;Aprovado
Aluno_1814;5;11;12;7;13;9.6;Aprovado
Aluno_1815;4;8;17;6;15;10.0;Aprovado
Aluno_1816;20;14;14;1;14;12.6;Aprovado
Aluno_1817;4;15;3;11;18;10.2;Aprovado
Aluno_1818;0;11;16;20;8;11.0;Aprovado
Aluno_1819;16;13;4;13;4;10.0;Aprovado
Aluno_1820;18;12;15;15;4;12.8;Aprovado
Aluno_1821;13;1;8;10;10;8.4;Reprovado
Aluno_1822;11;2;9;19;19;12.0;Aprovado
Aluno_1823;9;9;17;8;3;9.2;Reprovado
Aluno_1824;19;8;16;9;19;14.2;Aprovado
Aluno_1825;20;19;17;16;17;17.8;Aprovado
Aluno_1826;17;7;6;11;2;8.6;Reprovado
Aluno_1827;10;9;3;5;3;6.0;Reprovado
Aluno_1828;1;18;4;18;13;10.8;Aprovado
Aluno_1829;17;2;15;10;6;10.0;Aprovado
Aluno_1830;6;4;2;8;7;5.4;Reprovado
Aluno_1831;14;2;17;20;15;13.6;Aprovado
Aluno_1832;10;15;20;5;19;13.8;Aprovado
Aluno_1833;17;16;13;15;14;15.0;Aprovado
Aluno_1834;11;14;14;19;6;12.8;Aprovado
Aluno_1835;5;2;16;15;16;10.8;Aprovado
Aluno_1836;19;11;0;5;11;9.2;Reprovado
Aluno_1837;12;8;20;4;17;12.2;Aprovado
Aluno_1838;19;20;16;20;13;17.6;Aprovado
Aluno_1839;15;11;10;3;14;10.6;Aprovado
Aluno_1840;17;14;16;1;14;12.4;Aprovado
Aluno_1841;9;1;13;5;4;6.4;Reprovado
Aluno_1842;7;17;19;8;15;13.2;Aprovado
Aluno_1843;17;19;18;16;4;14.8;Aprovado
Aluno_1844;20;11;20;13;1;13.0;Aprovado
Aluno_1845;0;3;6;6;19;6.8;Reprovado
Aluno_1846;7;15;12;18;8;12.0;Aprovado
Aluno_1847;5;15;17;0;8;9.0;Reprovado
Aluno_1848;4;0;13;19;3;7.8;Reprovado
Aluno_1849;14;1;0;14;14;8.6;Reprovado
Aluno_1850;14;2;6;17;10;9.8;Aprovado
Aluno_1851;1;20;7;2;0;6.0;Reprovado
Aluno_1852;0;19;17;17;17;14.0;Aprovado
Aluno_1853;10;16;8;1;0;7.0;Reprovado
Aluno_1854;9;19;0;9;7;8.8;Reprovado
Aluno_1855;17;20;16;10;15;15.6;Aprovado
Aluno_1856;17;0;18;2;17;10.8;Aprovado
Aluno_1857;16;19;5;6;8;10.8;Aprovado
Aluno_1858;7;5;2;7;11;6.4;Reprovado
Aluno_1859;14;14;4;18;18;13.6;Aprovado
Aluno_1860;7;13;1;17;17;11.0;Aprovado
Aluno_1861;16;19;19;12;4;14.0;Aprovado
Aluno_1862;11;14;3;12;1;8.2;Reprovado
Aluno_1863;7;13;9;18;6;10.6;Aprovado
Aluno_1864;13;20;9;11;9;12.4;Aprovado
Aluno_1865;3;4;20;16;14;11.4;Aprovado
Aluno_1866;0;5;10;11;6;6.4;Reprovado
Aluno_1867;0;16;15;12;4;9.4;Reprovado
Aluno_1868;18;10;16;11;14;13.8;Aprovado
Aluno_1869;15;15;15;18;19;16.4;Aprovado
Aluno_1870;13;11;6;13;19;12.4;Aprovado
Aluno_1871;20;14;15;6;14;13.8;Aprovado
Aluno_1872;15;3;2;12;9;8.2;Reprovado
Aluno_1873;4;17;15;5;13;10.8;Aprovado
Aluno_1874;8;20;7;18;9;12.4;Aprovado
Aluno_1875;1;2;11;18;16;9.6;Aprovado
Aluno_1876;17;7;2;3;20;9.8;Aprovado
Aluno_1877;5;2;16;18;13;10.8;Aprovado
Aluno_1878;8;7;20;8;1;8.8;Reprovado
Aluno_1879;0;17;17;15;15;12.8;Aprovado
Aluno_1880;8;9;10;3;12;8.4;Reprovado
Aluno_1881;15;19;3;5;8;10.0;Aprovado
Aluno_1882;12;16;15;7;6;11.2;Aprovado
Aluno_1883;8;7;16;15;15;12.2;Aprovado
Aluno_1884;20;10;8;4;9;10.2;Aprovado
Aluno_1885;12;4;5;20;8;9.8;Aprovado
Aluno_1886;8;12;19;9;6;10.8;Aprovado
Aluno_1887;10;20;1;12;15;11.6;Aprovado
Aluno_1888;3;4;8;13;8;7.2;Reprovado
Aluno_1889;1;12;20;6;16;11.0;Aprovado
Aluno_1890;5;5;5;19;19;10.6;Aprovado
Aluno_1891;13;4;2;5;6;6.0;Reprovado
Aluno_1892;3;8;19;6;10;9.2;Reprovado
Aluno_1893;5;15;5;4;7;7.2;Reprovado
Aluno_1894;18;1;6;20;6;10.2;Aprovado
Aluno_1895;5;0;0;17;18;8.0;Reprovado
Aluno_1896;1;7;0;11;19;7.6;Reprovado
Aluno_1897;17;18;4;5;11;11.0;Aprovado
Aluno_1898;12;10;5;0;6;6.6;Reprovado
Aluno_1899;8;11;12;3;7;8.2;Reprovado
Aluno_1900;18;11;1;18;6;10.8;Aprovado
Aluno_1901;12;6;14;11;5;9.6;Aprovado
Aluno_1902;10;12;14;14;8;11.6;Aprovado
Aluno_1903;0;7;12;2;12;6.6;Reprovado
Aluno_1904;6;8;13;19;6;10.4;Aprovado
Aluno_1905;20;6;6;7;7;9.2;Reprovado
Aluno_1906;14;20;13;10;16;14.6;Aprovado
Aluno_1907;0;14;9;15;16;10.8;Aprovado
Aluno_1908;11;1;16;8;15;10.2;Aprovado
Aluno_1909;6;19;13;2;1;8.2;Reprovado
Aluno_1910;14;11;7;4;7;8.6;Reprovado
Aluno_1911;20;0;3;19;16;11.6;Aprovado
Aluno_1912;18;7;15;13;12;13.0;Aprovado
Aluno_1913;0;4;12;14;17;9.4;Reprovado
Aluno_1914;16;14;19;5;9;12.6;Aprovado
Aluno_1915;16;0;17;3;1;7.4;Reprovado
Aluno_1916;2;0;13;7;1;4.6;Reprovado
Aluno_1917;11;9;17;18;13;13.6;Aprovado
Aluno_1918;5;9;4;4;15;7.4;Reprovado
Aluno_1919;10;20;8;12;6;11.2;Aprovado
Aluno_1920;2;14;2;15;20;10.6;Aprovado
Aluno_1921;7;16;7;0;20;10.0;Aprovado
Aluno_1922;13;5;19;12;11;12.0;Aprovado
Aluno_1923;13;2;9;10;13;9.4;Reprovado
Aluno_1924;9;12;18;20;3;12.4;Aprovado
Aluno_1925;1;15;20;7;3;9.2;Reprovado
Aluno_1926;13;7;2;7;17;9.2;Reprovado
Aluno_1927;8;14;10;13;2;9.4;Reprovado
Aluno_1928;2;16;10;12;0;8.0;Reprovado
Aluno_1929;20;16;16;2;16;14.0;Aprovado
Aluno_1930;7;12;15;3;6;8.6;Reprovado
Aluno_1931;15;16;6;19;15;14.2;Aprovado
Aluno_1932;1;5;3;14;4;5.4;Reprovado
Aluno_1933;5;16;18;14;18;14.2;Aprovado
Aluno_1934;20;15;11;20;6;14.4;Aprovado
Aluno_1935;11;13;14;12;13;12.6;Aprovado
Aluno_1936;4;12;10;8;1;7.0;Reprovado
Aluno_1937;1;5;4;9;2;4.2;Reprovado
Aluno_1938;15;2;4;11;16;9.6;Aprovado
Aluno_1939;4;13;14;13;15;11.8;Aprovado
Aluno_1940;14;13;17;0;7;10.2;Aprovado
Aluno_1941;11;14;10;13;17;13.0;Aprovado
Aluno_1942;3;7;11;13;14;9.6;Aprovado
Aluno_1943;14;14;1;7;6;8.4;Reprovado
Aluno_1944;10;12;19;15;8;12.8;Aprovado
Aluno_1945;15;16;14;13;5;12.6;Aprovado
Aluno_1946;5;20;19;0;17;12.2;Aprovado
Aluno_1947;13;2;3;15;17;10.0;Aprovado
Aluno_1948;17;5;17;17;13;13.8;Aprovado
Aluno_1949;11;4;5;6;13;7.8;Reprovado
Aluno_1950;10;16;18;14;13;14.2;Aprovado
Aluno_1951;12;1;10;16;3;8.4;Reprovado
Aluno_1952;20;14;1;18;3;11.2;Aprovado
Aluno_1953;10;4;7;12;14;9.4;Reprovado
Aluno_1954;15;19;10;8;14;13.2;Aprovado
Aluno_1955;14;5;4;14;17;10.8;Aprovado
Aluno_1956;20;5;17;2;13;11.4;Aprovado
Aluno_1957;14;17;17;0;0;9.6;Aprovado
Aluno_1958;3;17;13;15;9;11.4;Aprovado
Aluno_1959;10;3;9;7;19;9.6;Aprovado
Aluno_1960;18;16;2;12;9;11.4;Aprovado
Aluno_1961;14;13;8;7;9;10.2;Aprovado
Aluno_1962;3;13;2;16;1;7.0;Reprovado
Aluno_1963;20;12;10;13;7;12.4;Aprovado
Aluno_1964;12;6;11;20;0;9.8;Aprovado
Aluno_1965;18;11;11;20;0;12.0;Aprovado
Aluno_1966;1;14;2;6;3;5.2;Reprovado
Aluno_1967;13;18;20;14;6;14.2;Aprovado
Aluno_1968;3;10;6;15;8;8.4;Reprovado
Aluno_1969;15;14;13;18;15;15.0;Aprovado
Aluno_1970;20;11;10;5;4;10.0;Aprovado
Aluno_1971;19;2;6;0;1;5.6;Reprovado
Aluno_1972;13;16;20;11;10;14.0;Aprovado
Aluno_1973;14;2;9;17;17;11.8;Aprovado
Aluno_1974;2;18;10;15;18;12.6;Aprovado
Aluno_1975;7;19;14;11;12;12.6;Aprovado
Aluno_1976;15;3;18;19;10;13.0;Aprovado
Aluno_1977;9;2;15;12;19;11.4;Aprovado
Aluno_1978;3;15;20;7;18;12.6;Aprovado
Aluno_1979;17;11;19;0;16;12.6;Aprovado
Aluno_1980;1;7;11;20;4;8.6;Reprovado
Aluno_1981;16;16;17;6;12;13.4;Aprovado
Aluno_1982;12;6;12;14;19;12.6;Aprovado
Aluno_1983;3;10;4;12;0;5.8;Reprovado
Aluno_1984;10;17;3;12;9;10.2;Aprovado
Aluno_1985;6;0;13;8;7;6.8;Reprovado
Aluno_1986;11;2;7;14;7;8.2;Reprovado
Aluno_1987;9;3;8;3;18;8.2;Reprovado
Aluno_1988;6;12;18;12;5;10.6;Aprovado
Aluno_1989;12;5;2;11;11;8.2;Reprovado
Aluno_1990;6;13;4;4;6;6.6;Reprovado
Aluno_1991;16;4;20;6;15;12.2;Aprovado
Aluno_1992;9;15;17;7;8;11.2;Aprovado
Aluno_1993;9;14;0;4;20;9.4;Reprovado
Aluno_1994;3;14;7;8;9;8.2;Reprovado
Aluno_1995;19;3;18;13;9;12.4;Aprovado
Aluno_1996;3;7;16;11;9;9.2;Reprovado
Aluno_1997;6;15;16;3;19;11.8;Aprovado
Aluno_1998;0;15;10;19;15;11.8;Aprovado
Aluno_1999;11;3;1;7;0;4.4;Reprovado
Aluno_2000;12;12;5;16;16;12.2;Aprovado
Aluno_2001;9;12;13;7;20;12.2;Aprovado
Aluno_2002;14;1;2;20;13;10.0;Aprovado
Aluno_2003;12;2;11;0;18;8.6;Reprovado
Aluno_2004;20;7;3;19;20;13.8;Aprovado
Aluno_2005;8;14;11;1;20;10.8;Aprovado
Aluno_2006;8;10;12;3;16;9.8;Aprovado
Aluno_2007;14;8;1;20;13;11.2;Aprovado
Aluno_2008;9;6;1;0;7;4.6;Reprovado
Aluno_2009;9;12;14;6;20;12.2;Aprovado
Aluno_2010;7;1;16;0;20;8.8;Reprovado
Aluno_2011;15;7;6;8;8;8.8;Reprovado
Aluno_2012;16;6;13;2;7;8.8;Reprovado
Aluno_2013;4;11;11;11;12;9.8;Aprovado
Aluno_2014;3;18;16;18;16;14.2;Aprovado
Aluno_2015;17;6;13;14;18;13.6;Aprovado
Aluno_2016;18;9;5;15;6;10.6;Aprovado
Aluno_2017;3;15;18;9;16;12.2;Aprovado
Aluno_2018;6;2;5;5;0;3.6;Reprovado
Aluno_2019;9;9;17;16;4;11.0;Aprovado
Aluno_2020;17;5;4;20;5;10.2;Aprovado
Aluno_2021;18;17;5;16;1;11.4;Aprovado
Aluno_2022;3;17;1;20;15;11.2;Aprovado
Aluno_2023;9;4;7;18;4;8.4;Reprovado
Aluno_2024;0;20;14;17;4;11.0;Aprovado
Aluno_2025;17;6;14;10;11;11.6;Aprovado
